value,link
stephanos,https://www.wikidata.org/wiki/Q7608187
steps,https://www.wikidata.org/wiki/Q53996838
stern,https://www.wikidata.org/wiki/Q273062
sterns,https://www.wikidata.org/wiki/Q273062
stick,https://www.wikidata.org/wiki/Q10971443
sticks,https://www.wikidata.org/wiki/Q10971443
stoa,https://www.wikidata.org/wiki/Q327328
stone,https://www.wikidata.org/wiki/Q22731
stones,https://www.wikidata.org/wiki/Q22731
stool,https://www.wikidata.org/wiki/Q15026
stools,https://www.wikidata.org/wiki/Q15026
strap,https://www.wikidata.org/wiki/Q3217573
straps,https://www.wikidata.org/wiki/Q3217573
sun,https://www.wikidata.org/wiki/Q525
suns,https://www.wikidata.org/wiki/Q525
swastika,https://www.wikidata.org/wiki/Q45513
swastikae,https://www.wikidata.org/wiki/Q45513
sword,https://www.wikidata.org/wiki/Q12791
swords,https://www.wikidata.org/wiki/Q12791
syrinx,https://www.wikidata.org/wiki/Q10902606
syrinxes,https://www.wikidata.org/wiki/Q10902606
table,https://www.wikidata.org/wiki/Q14748
tables,https://www.wikidata.org/wiki/Q14748
tablet,https://www.wikidata.org/wiki/Q16744570
tablets,https://www.wikidata.org/wiki/Q16744570
taenia,https://www.wikidata.org/wiki/Q2463628
temple,https://www.wikidata.org/wiki/Q44539
temples,https://www.wikidata.org/wiki/Q44539
teniae,https://www.wikidata.org/wiki/Q2463628
tensa,http://www.dbis.cs.uni-frankfurt.de/cnt/id/tensa_object
tensae,http://www.dbis.cs.uni-frankfurt.de/cnt/id/tensa_object
tessera,https://www.wikidata.org/wiki/Q9137136
tesserae,https://www.wikidata.org/wiki/Q9137136
throne,https://www.wikidata.org/wiki/Q189233
thrones,https://www.wikidata.org/wiki/Q189233
thunderbolt,https://www.wikidata.org/wiki/Q2794866
thunderbolts,https://www.wikidata.org/wiki/Q2794866
thymateria,https://www.wikidata.org/wiki/Q662620
thymiaterion,https://www.wikidata.org/wiki/Q662620
thyrsi,https://www.wikidata.org/wiki/Q536850
thyrsoi,https://www.wikidata.org/wiki/Q536850
thyrsos,https://www.wikidata.org/wiki/Q536850
thyrsus,https://www.wikidata.org/wiki/Q536850
tiara,https://www.wikidata.org/wiki/Q749249
tiaraed,https://www.wikidata.org/wiki/Q749249
toga,https://www.wikidata.org/wiki/Q183171
togae,https://www.wikidata.org/wiki/Q183171
tongs,https://www.wikidata.org/wiki/Q840979
tongue,https://www.wikidata.org/wiki/Q9614
tongues,https://www.wikidata.org/wiki/Q9614
torch,https://www.wikidata.org/wiki/Q327954
torches,https://www.wikidata.org/wiki/Q327954
tower,https://www.wikidata.org/wiki/Q12518
towers,https://www.wikidata.org/wiki/Q12518
trabea,https://www.wikidata.org/wiki/Q1620647
trabeae,https://www.wikidata.org/wiki/Q1620647
trident,https://www.wikidata.org/wiki/Q271628
tridents,https://www.wikidata.org/wiki/Q271628
tripod,https://www.wikidata.org/wiki/Q915527
tripods,https://www.wikidata.org/wiki/Q915527
triskele,https://www.wikidata.org/wiki/Q183534
triskeles,https://www.wikidata.org/wiki/Q183534
triskelia,https://www.wikidata.org/wiki/Q183534
triskelion,https://www.wikidata.org/wiki/Q183534
tropaia,https://www.wikidata.org/wiki/Q1753584
tropaion,https://www.wikidata.org/wiki/Q1753584
trophies,https://www.wikidata.org/wiki/Q381165
trophy,https://www.wikidata.org/wiki/Q381165
tunic,https://www.wikidata.org/wiki/Q201714
tunica,https://www.wikidata.org/wiki/Q201714
turban,https://www.wikidata.org/wiki/Q2460567
turreted,https://www.wikidata.org/wiki/Q12518
tympana,https://www.wikidata.org/wiki/Q386382
tympanon,https://www.wikidata.org/wiki/Q386382
tympanum,https://www.wikidata.org/wiki/Q386382
umbo,https://www.wikidata.org/wiki/Q721086
urn,https://www.wikidata.org/wiki/Q11083119
urns,https://www.wikidata.org/wiki/Q11083119
vase,https://www.wikidata.org/wiki/Q191851
vases,https://www.wikidata.org/wiki/Q191851
veil,https://www.wikidata.org/wiki/Q6497446
veiled,https://www.wikidata.org/wiki/Q6497446
veils,https://www.wikidata.org/wiki/Q6497446
vessel,https://www.wikidata.org/wiki/Q987767
vessels,https://www.wikidata.org/wiki/Q987767
vexilla,https://www.wikidata.org/wiki/Q264655
vexillum,https://www.wikidata.org/wiki/Q264655
visor,https://www.wikidata.org/wiki/Q17839578
visors,https://www.wikidata.org/wiki/Q17839578
wand,https://www.wikidata.org/wiki/Q148493
wands,https://www.wikidata.org/wiki/Q148493
"water urn",http://www.dbis.cs.uni-frankfurt.de/cnt/id/water_urn_object
"water urns",http://www.dbis.cs.uni-frankfurt.de/cnt/id/water_urn_object
wave,https://www.wikidata.org/wiki/Q165848
waves,https://www.wikidata.org/wiki/Q165848
weapon,https://www.wikidata.org/wiki/Q728
weapons,https://www.wikidata.org/wiki/Q728
wheel,https://www.wikidata.org/wiki/Q446
wheels,https://www.wikidata.org/wiki/Q446
whip,https://www.wikidata.org/wiki/Q152910
whips,https://www.wikidata.org/wiki/Q152910
"wine skin",https://www.wikidata.org/wiki/Q21094365
"winer skins",https://www.wikidata.org/wiki/Q21094365
wineskin,https://www.wikidata.org/wiki/Q21094365
wineskins,https://www.wikidata.org/wiki/Q21094365
wing,https://www.wikidata.org/wiki/Q161358
winged,https://www.wikidata.org/wiki/Q161358
wings,https://www.wikidata.org/wiki/Q161358
wreath,https://www.wikidata.org/wiki/Q1201922
wreathed,https://www.wikidata.org/wiki/Q1201922
wreaths,https://www.wikidata.org/wiki/Q1201922
zodiac,https://www.wikidata.org/wiki/Q40540
zodiacs,https://www.wikidata.org/wiki/Q40540
zodiacus,https://www.wikidata.org/wiki/Q40540
